id,title,publication_link,date,RCIH_authors,authors,all_authors
533,Association of Nutrient Patterns with Metabolic Syndrome and Its Components in Iranian Adults,https://pureportal.coventry.ac.uk/en/publications/association-of-nutrient-patterns-with-metabolic-syndrome-and-its-,20 Oct 2020,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Akbarzade, Z.', 'link': None}, {'name': 'Amini, M. R.', 'link': None}, {'name': 'Djafari, F.', 'link': None}, {'name': 'Yarizadeh, H.', 'link': None}, {'name': 'Mohtashaminia, F.', 'link': None}, {'name': 'Majdi, M.', 'link': None}, {'name': 'Bazshahi, E.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C. C. T., Akbarzade, Z., Amini, M. R., Djafari, F., Yarizadeh, H., Mohtashaminia, F., Majdi, M., Bazshahi, E., Djafarian, K., Shab-Bidar, S."
534,Breakfast-Based Dietary Patterns and Obesity in Tehranian Adults,https://pureportal.coventry.ac.uk/en/publications/breakfast-based-dietary-patterns-and-obesity-in-tehranian-adults,2020,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Akbarzade, Z.', 'link': None}, {'name': 'Mohammadpour, S.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Ghorbaninejad, P.', 'link': None}, {'name': 'Mohtashami, M.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C. C. T., Akbarzade, Z., Mohammadpour, S., Djafarian, K., Ghorbaninejad, P., Mohtashami, M., Shab-Bidar, S."
535,Cancer incidence in relation to body fatness among 0.5 million men and women: Findings from the China Kadoorie Biobank,https://pureportal.coventry.ac.uk/en/publications/cancer-incidence-in-relation-to-body-fatness-among-05-million-men,15 Feb 2020,[],"[{'name': 'China Kadoorie Biobank (CKB) collaborative group', 'link': None}]",China Kadoorie Biobank (CKB) collaborative group
536,Change-of-direction performance in elite soccer players: Preliminary analysis according to their playing positions,https://pureportal.coventry.ac.uk/en/publications/change-of-direction-performance-in-elite-soccer-players-prelimina,12 Nov 2020,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Sariati, D.', 'link': None}, {'name': 'Hammami, R.', 'link': None}, {'name': 'Chtara, M.', 'link': None}, {'name': 'Zagatto, A.', 'link': None}, {'name': 'Boullosa, D.', 'link': None}, {'name': 'Hackney, A. C.', 'link': None}, {'name': 'Granacher, U.', 'link': None}, {'name': 'Souissi, N.', 'link': None}, {'name': 'Zouhal, H.', 'link': None}]","Clark, C. C. T., Sariati, D., Hammami, R., Chtara, M., Zagatto, A., Boullosa, D., Hackney, A. C., Granacher, U., Souissi, N., Zouhal, H."
537,Clinical effectiveness of zinc supplementation on the biomarkers of oxidative stress: a systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/clinical-effectiveness-of-zinc-supplementation-on-the-biomarkers-,Nov 2020,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mousavi, S. M.', 'link': None}, {'name': 'Hajishafiee, M.', 'link': None}, {'name': 'do Nascimento, I. J. B.', 'link': None}, {'name': 'Milajerdi, A.', 'link': None}, {'name': 'Amini, M. R.', 'link': None}, {'name': 'Esmaillzadeh, A.', 'link': None}]","Clark, C. C. T., Mousavi, S. M., Hajishafiee, M., do Nascimento, I. J. B., Milajerdi, A., Amini, M. R., Esmaillzadeh, A."
538,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different body postures,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st-2,9 Jan 2020,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Al-Halhouli, A.', 'link': None}, {'name': 'Al-Ghussain, L.', 'link': None}, {'name': 'El Bouri, S.', 'link': None}, {'name': 'Habash, F.', 'link': None}]","Liu, H., Zheng, D., Al-Halhouli, A., Al-Ghussain, L., El Bouri, S., Habash, F."
539,Comparison of different modulations of photoplethysmography in extracting respiratory rate: from a physiological perspective,https://pureportal.coventry.ac.uk/en/publications/comparison-of-different-modulations-of-photoplethysmography-in-ex,1 Oct 2020,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Chen, F.', 'link': None}, {'name': 'Hartmann, V.', 'link': None}, {'name': 'Khalid, S. G.', 'link': None}, {'name': 'Hughes, S.', 'link': None}]","Liu, H., Zheng, D., Chen, F., Hartmann, V., Khalid, S. G., Hughes, S."
540,Cooking fuels and risk of all-cause and cardiopulmonary mortality in urban China: a prospective cohort study,https://pureportal.coventry.ac.uk/en/publications/cooking-fuels-and-risk-of-all-cause-and-cardiopulmonary-mortality,Mar 2020,[],"[{'name': 'China Kadoorie Biobank (CKB) collaborative group', 'link': None}, {'name': 'Yu, K.', 'link': None}, {'name': 'Lv, J.', 'link': None}, {'name': 'Qiu, G.', 'link': None}, {'name': 'Yu, C.', 'link': None}, {'name': 'Guo, Y.', 'link': None}, {'name': 'Bian, Z.', 'link': None}, {'name': 'Yang, L.', 'link': None}, {'name': 'Chen, Y.', 'link': None}, {'name': 'Wang, C.', 'link': None}, {'name': 'Pan, A.', 'link': None}, {'name': 'Liang, L.', 'link': None}, {'name': 'Hu, F. B.', 'link': None}, {'name': 'Chen, Z.', 'link': None}, {'name': 'Li, L.', 'link': None}, {'name': 'Wu, T.', 'link': None}]","China Kadoorie Biobank (CKB) collaborative group, Yu, K., Lv, J., Qiu, G., Yu, C., Guo, Y., Bian, Z., Yang, L., Chen, Y., Wang, C., Pan, A., Liang, L., Hu, F. B., Chen, Z., Li, L., Wu, T."
541,Cortical Characterization of Reverberation Time in Reverberant Speech,https://pureportal.coventry.ac.uk/en/publications/cortical-characterization-of-reverberation-time-in-reverberant-sp,27 Aug 2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Luo, C.', 'link': None}, {'name': 'Pan, C.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Zheng, D., Luo, C., Pan, C., Chen, F."
542,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes Prevention Program,https://pureportal.coventry.ac.uk/en/publications/cost-effectiveness-of-a-lifestyle-intervention-in-high-risk-indiv,4 Sept 2020,"[{'name': 'Tapp, R. J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/robyn-tapp'}]","[{'name': 'Sathish, T.', 'link': None}, {'name': 'Oldenburg, B.', 'link': None}, {'name': 'Thankappan, K. R.', 'link': None}, {'name': 'Absetz, P.', 'link': None}, {'name': 'Shaw, J. E.', 'link': None}, {'name': 'Zimmet, P. Z.', 'link': None}, {'name': 'Balachandran, S.', 'link': None}, {'name': 'Shetty, S. S.', 'link': None}, {'name': 'Aziz, Z.', 'link': None}, {'name': 'Mahal, A.', 'link': None}]","Tapp, R. J., Sathish, T., Oldenburg, B., Thankappan, K. R., Absetz, P., Shaw, J. E., Zimmet, P. Z., Balachandran, S., Shetty, S. S., Aziz, Z., Mahal, A."
543,Coventry UK City of Culture 2021 Performance Measurement and Evaluation Progress Report Three July 2020 – September 2020,https://pureportal.coventry.ac.uk/en/publications/coventry-uk-city-of-culture-2021-performance-measurement-and-eval-3,1 Nov 2020,"[{'name': 'Henry, N.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/nick-henry'}]","[{'name': 'Neelands, J.', 'link': None}, {'name': 'De Souza, V.', 'link': None}, {'name': 'Beer, H.', 'link': None}, {'name': 'Bharatan, I.', 'link': None}, {'name': 'Tomlins, R.', 'link': None}, {'name': 'Johnson, R.', 'link': None}, {'name': 'Healey, T.', 'link': None}, {'name': 'Chun Lam, S.', 'link': None}, {'name': 'Scott, M.', 'link': None}]","Henry, N., Neelands, J., De Souza, V., Beer, H., Bharatan, I., Tomlins, R., Johnson, R., Healey, T., Chun Lam, S., Scott, M."
544,Cuffless Blood Pressure Estimation Using Single Channel Photoplethysmography: A Two-Step Method,https://pureportal.coventry.ac.uk/en/publications/cuffless-blood-pressure-estimation-using-single-channel-photoplet,2020,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Khalid, S. G.', 'link': None}, {'name': 'Zia, T.', 'link': None}, {'name': 'Zhang, J.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Liu, H., Zheng, D., Khalid, S. G., Zia, T., Zhang, J., Chen, F."
545,Cuffless Single-Site Photoplethysmography for Blood Pressure Monitoring,https://pureportal.coventry.ac.uk/en/publications/cuffless-single-site-photoplethysmography-for-blood-pressure-moni,7 Mar 2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}, {'name': 'Allen, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/john-allen'}]","[{'name': 'Hosanee, M.', 'link': None}, {'name': 'Chan, G.', 'link': None}, {'name': 'Welykholowa, K.', 'link': None}, {'name': 'Cooper, R.', 'link': None}, {'name': 'Kyriacou, P. A.', 'link': None}, {'name': 'Abbott, D.', 'link': None}, {'name': 'Menon, C.', 'link': None}, {'name': 'Lovell, N. H.', 'link': None}, {'name': 'Howard, N.', 'link': None}, {'name': 'Chan, W-S.', 'link': None}, {'name': 'Lim, K.', 'link': None}, {'name': 'Fletcher, R.', 'link': None}, {'name': 'Ward, R.', 'link': None}, {'name': 'Elgendi, M.', 'link': None}]","Zheng, D., Allen, J., Hosanee, M., Chan, G., Welykholowa, K., Cooper, R., Kyriacou, P. A., Abbott, D., Menon, C., Lovell, N. H., Howard, N., Chan, W-S., Lim, K., Fletcher, R., Ward, R., Elgendi, M."
546,Dataset on Blood Flow and Instantaneous Wave-free Ratio in Normal and Stenosed Coronary Arteries,https://pureportal.coventry.ac.uk/en/publications/dataset-on-blood-flow-and-instantaneous-wave-free-ratio-in-normal,Oct 2020,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Xu, Y.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/yuhang-xu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Ou, S.', 'link': None}, {'name': 'Liu, P.', 'link': None}, {'name': 'Gong, Y.', 'link': None}, {'name': 'Xia, L.', 'link': None}, {'name': 'Leng, X.', 'link': None}, {'name': 'Leung, T. W. H.', 'link': None}, {'name': 'Shi, L.', 'link': None}]","Liu, H., Xu, Y., Zheng, D., Ou, S., Liu, P., Gong, Y., Xia, L., Leng, X., Leung, T. W. H., Shi, L."
547,Developing Indonesia’s Universal Health Coverage System,https://pureportal.coventry.ac.uk/en/publications/developing-indonesias-universal-health-coverage-system,6 Nov 2020,[],"[{'name': 'Rosyidah, R.', 'link': None}, {'name': 'Daly, G.', 'link': None}, {'name': 'Mukti, A. G.', 'link': None}, {'name': 'Coufopoulus, A.', 'link': None}]","Rosyidah, R., Daly, G., Mukti, A. G., Coufopoulus, A."
548,Developing open technology solutions in a simulated living lab environment: research in progress amidst the Covid-19 pandemic,https://pureportal.coventry.ac.uk/en/publications/developing-open-technology-solutions-in-a-simulated-living-lab-en,15 Sept 2020,"[{'name': 'Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}, {'name': 'Holliday, N.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/nikki-holliday'}]","[{'name': 'Molitor, T.', 'link': None}, {'name': 'Wood, E.', 'link': None}, {'name': 'Wagner, U.', 'link': None}, {'name': 'Bausch, N.', 'link': None}]","Clark, C., Holliday, N., Molitor, T., Wood, E., Wagner, U., Bausch, N."
549,Digital eye syndrome : COVID-19,https://pureportal.coventry.ac.uk/en/publications/digital-eye-syndrome-covid-19,2020,[],"[{'name': 'UK Biobank Eye and Vision Consortium', 'link': None}]",UK Biobank Eye and Vision Consortium
550,Effect of a Peer-led Lifestyle Intervention on Individuals With Normal Weight Obesity: Insights From the Kerala Diabetes Prevention Program,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-peer-led-lifestyle-intervention-on-individuals-with-n,25 Jul 2020,"[{'name': 'Tapp, R. J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/robyn-tapp'}]","[{'name': 'Kapoor, N.', 'link': None}, {'name': 'Lotfaliany, M.', 'link': None}, {'name': 'Sathish, T.', 'link': None}, {'name': 'Thankappan, K. R.', 'link': None}, {'name': 'Thomas, N.', 'link': None}, {'name': 'Furler, J.', 'link': None}, {'name': 'Oldenburg, B.', 'link': None}]","Tapp, R. J., Kapoor, N., Lotfaliany, M., Sathish, T., Thankappan, K. R., Thomas, N., Furler, J., Oldenburg, B."
551,"Effect of Dietary Potassium Restriction on Serum Potassium, Disease Progression, and Mortality in Chronic Kidney Disease: A Systematic Review and Meta-Analysis",https://pureportal.coventry.ac.uk/en/publications/effect-of-dietary-potassium-restriction-on-serum-potassium-diseas,1 Jul 2020,"[{'name': 'Lycett, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/deborah-lycett'}]","[{'name': 'Morris, A.', 'link': None}, {'name': 'Krishnan, N.', 'link': None}, {'name': 'Kimani, P. K.', 'link': None}]","Lycett, D., Morris, A., Krishnan, N., Kimani, P. K."
552,Effect of microcirculatory resistance on coronary blood flow and instantaneous wave-free ratio: A computational study,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-resistance-on-coronary-blood-flow-and-,1 Nov 2020,"[{'name': 'Liu, H.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/haipeng-liu'}, {'name': 'Xu, Y.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/yuhang-xu'}, {'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Ou, S.', 'link': None}, {'name': 'Liu, P.', 'link': None}, {'name': 'Gong, Y.', 'link': None}, {'name': 'Xia, L.', 'link': None}, {'name': 'Leng, X.', 'link': None}, {'name': 'Leung, T. W. H.', 'link': None}, {'name': 'Shi, L.', 'link': None}]","Liu, H., Xu, Y., Zheng, D., Ou, S., Liu, P., Gong, Y., Xia, L., Leng, X., Leung, T. W. H., Shi, L."
553,Effect of temporal misalignment on understanding Mandarin sentences in simulated combined electric-and-acoustic stimulation,https://pureportal.coventry.ac.uk/en/publications/effect-of-temporal-misalignment-on-understanding-mandarin-sentenc,Dec 2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Wu, H.', 'link': None}, {'name': 'Lin, W.', 'link': None}, {'name': 'Chen, F.', 'link': None}]","Zheng, D., Wu, H., Lin, W., Chen, F."
554,Effects of walnut intake on anthropometric characteristics: A systematic review and dose-response meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/effects-of-walnut-intake-on-anthropometric-characteristics-a-syst,May 2020,"[{'name': 'C.T. Clark, C.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Fang, Z.', 'link': None}, {'name': 'Dang, M.', 'link': None}, {'name': 'Zhang, W.', 'link': None}, {'name': 'Wang, Y.', 'link': None}, {'name': 'Kord-Varkaneh, H.', 'link': None}, {'name': 'Nazary-Vannani, A.', 'link': None}, {'name': 'O. Santos, H.', 'link': None}, {'name': 'Tan, S. C.', 'link': None}, {'name': 'Zanghelini, F.', 'link': None}, {'name': 'Borges do Nascimento, I. J.', 'link': None}, {'name': 'Yang, Y.', 'link': None}]","C.T. Clark, C., Fang, Z., Dang, M., Zhang, W., Wang, Y., Kord-Varkaneh, H., Nazary-Vannani, A., O. Santos, H., Tan, S. C., Zanghelini, F., Borges do Nascimento, I. J., Yang, Y."
555,Evaluation of electrohysterogram measured from different gestational weeks for recognizing preterm delivery: a preliminary study using random Forest,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-electrohysterogram-measured-from-different-gestatio,2020,"[{'name': 'Zheng, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2'}]","[{'name': 'Peng, J.', 'link': None}, {'name': 'Hao, D.', 'link': None}, {'name': 'Yang, L.', 'link': None}, {'name': 'Du, M.', 'link': None}, {'name': 'Song, X.', 'link': None}, {'name': 'Jiang, H.', 'link': None}, {'name': 'Zhang, Y.', 'link': None}]","Zheng, D., Peng, J., Hao, D., Yang, L., Du, M., Song, X., Jiang, H., Zhang, Y."
556,Experiences of pregnancy and maternity care for women exposed to human trafficking and sexual exploitation: a systematic review and qualitative evidence synthesis,https://pureportal.coventry.ac.uk/en/publications/experiences-of-pregnancy-and-maternity-care-for-women-exposed-to-,1 Dec 2020,"[{'name': ""O'Doherty, L."", 'link': 'https://pureportal.coventry.ac.uk/en/persons/lorna-odoherty'}]","[{'name': 'Nightingale, S.', 'link': None}, {'name': 'Brady, G.', 'link': None}, {'name': 'Phimister, D.', 'link': None}]","O'Doherty, L., Nightingale, S., Brady, G., Phimister, D."
557,Experiences of the Dietary Management of Serum Potassium in Chronic Kidney Disease: Interviews With UK Adults on Maintenance Hemodialysis,https://pureportal.coventry.ac.uk/en/publications/experiences-of-the-dietary-management-of-serum-potassium-in-chron,Nov 2020,"[{'name': 'Lycett, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/deborah-lycett'}]","[{'name': 'Morris, A.', 'link': None}]","Lycett, D., Morris, A."
558,Five insights from the Global Burden of Disease Study 2019,https://pureportal.coventry.ac.uk/en/publications/five-insights-from-the-global-burden-of-disease-study-2019,17 Oct 2020,[],"[{'name': 'GBD 2019 Viewpoint Collaborators', 'link': None}]",GBD 2019 Viewpoint Collaborators
559,Flexible and scalable software defined radio based testbed for large scale body movement,https://pureportal.coventry.ac.uk/en/publications/flexible-and-scalable-software-defined-radio-based-testbed-for-la,20 Aug 2020,"[{'name': 'Shah, S. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah'}]","[{'name': 'Ashleibta, A. M.', 'link': None}, {'name': 'Zahid, A.', 'link': None}, {'name': 'Abbasi, Q. H.', 'link': None}, {'name': 'Imran, M. A.', 'link': None}]","Shah, S. A., Ashleibta, A. M., Zahid, A., Abbasi, Q. H., Imran, M. A."
